pdb_id,color_class,tau_lever_mean,tau_lever_max,phi_lever_mean,phi_lever_max,swept_ratio,fI_nobarrel,fP_folded_nobarrel,fI_full,fP_folded_full
2AHA,green,2.043907280686251,4.010558685767065,0.7011709695066122,1.2250951948600832,3.331418636332994,0.7638888888888888,1.0,0.0972222222222222,0.4166666666666667
2ARL,unknown,2.054146455132947,3.8058041681314085,0.7146785796349582,1.259365718389849,3.284827635274122,1.0,1.0,0.0833333333333333,0.3055555555555556
2AWK,green,1.913329751214663,3.6669503717205023,0.7617430275709738,1.3287998406429058,2.87060398805294,0.8888888888888888,1.0,0.0694444444444444,0.3611111111111111
2AWL,green,1.8792938860155886,3.661520071050362,0.7399133884999609,1.2986751318403797,2.9027241222312146,0.9166666666666666,1.0,0.0277777777777777,0.5277777777777778
2AWM,green,1.9667923855230804,3.8090297889754137,0.7453262210719783,1.3076334457531584,3.0158106111968097,0.8472222222222222,1.0,0.0555555555555555,0.4722222222222222
2B3P,green,2.1581841592086617,4.219446495979273,0.7431775341420687,1.3099893485334047,3.318851914435362,0.7916666666666666,1.0,0.0416666666666666,0.4444444444444444
2B3Q,green,2.1635134913945238,4.2490426956617995,0.750850174927617,1.330614000620129,3.293049572168493,0.7916666666666666,1.0,0.0555555555555555,0.3888888888888889
2BTJ,green,2.0573194452857053,4.002515139297002,0.755139624761097,1.3032903140804661,3.113625806522229,0.8333333333333334,1.0,0.0138888888888888,0.3055555555555556
2C9I,cyan,1.9257963002775411,3.798110492388073,0.7641643612032352,1.370390076577989,2.880152712165935,0.7361111111111112,1.0,0.0416666666666666,0.2222222222222222
2C9J,unknown,2.2946216616364916,4.35225134260013,0.7779163094072243,1.380512866655429,3.3710885405581603,0.75,1.0,0.0277777777777777,0.1666666666666666
2DD7,green,2.0968464963734545,4.109097836877661,0.8030088016982326,1.4432085648079107,2.9842711447089867,0.8055555555555556,1.0,0.0138888888888888,0.2222222222222222
2DD9,green,2.105539741995062,4.083652576841384,0.8313026755222005,1.4628474828623779,2.8946510152839986,0.7916666666666666,1.0,0.0138888888888888,0.3888888888888889
2DUE,green,2.0415177270325646,4.007905158996767,0.7074461308112803,1.232433769334648,3.2980081662656584,0.8055555555555556,1.0,0.0833333333333333,0.4444444444444444
2DUF,green,2.215206460741263,4.325176672084971,0.8199556105167817,1.4572454631121436,3.087562904735596,0.7638888888888888,1.0,0.0,0.0
2DUG,green,2.3016066252838936,4.497364441073197,0.7994667749145578,1.3751819631873659,3.290202487819639,0.7361111111111112,1.0,0.0277777777777777,0.1944444444444444
2DUH,green,2.112230209748322,4.136807661931387,0.7064640859128323,1.2315259926714186,3.4169852802218195,0.8472222222222222,1.0,0.0694444444444444,0.4722222222222222
2DUI,green,2.1825742923743308,4.272749939280693,0.7146402740927665,1.237586779493787,3.4903862968302106,0.7916666666666666,1.0,0.0694444444444444,0.4722222222222222
2EMD,blue,1.737212625508845,3.229866405971642,0.7023052587591743,1.1351139871430465,2.968303489986336,0.8194444444444444,1.0,0.0694444444444444,0.4444444444444444
2EMN,blue,1.8396753466030613,3.339062950292233,0.7047086486471523,1.1073006508952012,3.1326569074491726,0.8055555555555556,1.0,0.0972222222222222,0.4861111111111111
2EMO,blue,1.833911398867085,3.333014368812328,0.7102607658911566,1.1149290926770565,3.098430582575282,0.8333333333333334,0.9305555555555556,0.0694444444444444,0.3472222222222222
2FL1,red,2.1801170430434196,4.260686923417137,0.7674283341607123,1.3360107413529811,3.2466384468741682,0.8055555555555556,1.0,0.0,0.2777777777777778
2FWQ,blue,1.8622310546771452,3.323393862847542,0.6906591507086441,1.1191365309226553,3.23557179155551,0.0,0.875,0.0,0.3888888888888889
2FZU,green,2.2507733845151376,4.344345750538011,0.795399073122814,1.4343321021467696,3.233989737185289,0.7777777777777778,1.0,0.0,0.0
2G3O,green,1.2977239741391569,2.6497595290953297,0.8486700717362392,1.535985715472854,1.7475732474784793,1.0,1.0,0.0,0.0
2G6X,green,1.9992309997033204,3.861932678633828,0.7862086060254062,1.3327795934035915,2.9061440064655457,0.8055555555555556,1.0,0.0416666666666666,0.1388888888888889
2G6Y,green,2.1854736990386945,4.2878770996105855,0.7396204040690391,1.249471941296779,3.37698123758042,0.75,1.0,0.0416666666666666,0.1944444444444444
2GW4,green,2.079464538098251,4.02199033322359,0.78055355757293,1.3565042082252257,3.04467371601425,0.875,1.0,0.0138888888888888,0.3055555555555556
2GX0,green,2.0845325960185885,4.087133180862916,0.7430592244630742,1.2924439849847522,3.2061010595754666,0.7916666666666666,1.0,0.0277777777777777,0.3055555555555556
2GX2,green,2.089591771998445,4.108014291133253,0.7406169271881435,1.2849948142858685,3.224480557514009,0.7916666666666666,1.0,0.0277777777777777,0.2777777777777778
2H5O,orange,2.1380799575519656,4.150421051445431,0.8062042803080286,1.4254244710565014,3.030894292144367,0.75,1.0,0.0,0.0555555555555555
2H5P,red,2.058168619582595,3.9968249372096927,0.7520929397607576,1.318983304881356,3.1275293035494145,0.7916666666666666,1.0,0.0277777777777777,0.1944444444444444
2H5Q,red,2.0283935080857516,4.0008084084801325,0.7204358354591041,1.2547452091004565,3.217724459477489,0.8194444444444444,1.0,0.0138888888888888,0.0
2H5R,red,2.13299630141415,4.182128186895079,0.8009868862551656,1.3420819336738774,3.0433832320975873,0.7916666666666666,1.0,0.0555555555555555,0.2777777777777778
2H6V,green,2.240098415409139,4.285153161312446,0.8015781735541035,1.4278305496379722,3.193840051060851,0.7777777777777778,1.0,0.0694444444444444,0.2777777777777778
2H8Q,red,1.9653728455865989,3.8235336027295967,0.8082052614731,1.2651962763512374,2.779170715694323,0.8611111111111112,1.0,0.0,0.0
2H9W,green,2.242753747548382,4.300062917670519,0.808199919447345,1.4411726964754588,3.1714271164590055,0.75,1.0,0.0694444444444444,0.3333333333333333
2HGD,green,1.9973814800458516,3.5751770211391083,0.823531395733502,1.2515670789457325,2.82961694655405,0.0,0.0,0.0,0.0
2HJO,green,1.971543759593575,3.8514507364852544,0.7020426056443556,1.2232428703415077,3.2094816610722585,0.8888888888888888,1.0,0.0277777777777777,0.4444444444444444
2HPW,green,2.2138793855676457,4.304680388581933,0.7740343405936851,1.3625506927443054,3.268779867414591,0.7638888888888888,1.0,0.0138888888888888,0.1111111111111111
2HQK,cyan,2.107321845464124,4.136021056416817,0.7259508805668985,1.2754121760524362,3.3175355080592563,0.8055555555555556,1.0,0.0138888888888888,0.1944444444444444
2HQZ,green,1.9743754281339796,3.8595707127443095,0.7046052520424756,1.2361650615096398,3.2024017053289353,0.8888888888888888,1.0,0.0277777777777777,0.4722222222222222
2HRS,green,1.949574694412272,3.797060434459851,0.7224112510055251,1.2609620101759011,3.084234031434757,0.875,1.0,0.0555555555555555,0.4444444444444444
2IB5,unknown,2.5871992501226417,4.9952072979552025,0.6983540105600773,1.2182481301044337,4.233954553545076,0.0,0.6388888888888888,0.0,0.0
2IB6,unknown,1.5737813908059755,2.536534977260422,0.9069935178509397,1.3812101338521336,2.3135503688199006,0.6666666666666666,1.0,0.3611111111111111,0.5555555555555556
2ICR,red,2.101638037411135,4.1310851142122536,0.7230846872378638,1.2651989925306302,3.321702264129776,0.7777777777777778,1.0,0.0138888888888888,0.2777777777777778
2IE2,green,2.17252522064553,4.237683475320708,0.8163628916703379,1.4342115448819222,3.041399837971407,0.7777777777777778,1.0,0.0138888888888888,0.2777777777777778
2IOV,green,2.1813524077551243,4.161012748964329,0.7597006635244499,1.343211114524623,3.281521657130076,0.7638888888888888,1.0,0.0,0.0555555555555555
2JAD,yellow,2.5874403516445983,5.029623842691285,0.7351738695116,1.2978651475013967,4.022279368495929,0.0,0.6944444444444444,0.0,0.0
2O24,green,2.2496949850010353,4.29196477484662,0.8103882979600884,1.4435274306971109,3.1726519118430696,0.7638888888888888,1.0,0.0555555555555555,0.3055555555555556
2O29,green,2.2825037539220863,4.426214170845498,0.7566312902420714,1.3387469828323613,3.4476180834836065,0.7777777777777778,1.0,0.0416666666666666,0.3333333333333333
2O2B,green,2.260724310117001,4.3369338498429,0.8048939805489038,1.4495173990903707,3.209969248479206,0.7777777777777778,1.0,0.0555555555555555,0.25
2OGR,yellow,2.22223107974541,4.379168586008109,0.7300142509631733,1.2722263158837135,3.4789631287544567,0.7638888888888888,1.0,0.0,0.0
2OJK,green,2.171671805027918,4.224502966166679,0.7216981632948691,1.225118847378431,3.4389870454798004,0.7638888888888888,1.0,0.0138888888888888,0.2222222222222222
2OKW,green,2.166344517897392,4.219485169791639,0.8241269946571085,1.441259285072616,3.004175718329133,0.8055555555555556,1.0,0.0555555555555555,0.4166666666666667
2OKY,green,2.1635515545689525,4.225904057783259,0.8287292803299042,1.4280233590210645,2.983640625192448,0.8055555555555556,1.0,0.0416666666666666,0.4444444444444444
2OTB,cyan,2.239310388632317,4.350956970806924,0.7953151137231611,1.4133487066150985,3.217858970065388,0.8194444444444444,1.0,0.0,0.0833333333333333
2OTE,cyan,2.1375947108801343,3.862377813134878,0.7965319282270249,1.3890492034568322,3.0670024606555693,1.0,0.6666666666666666,0.0277777777777777,0.1388888888888889
2P4M,red,2.079913524488779,3.962877317032098,0.7305807759100468,1.2636551647768972,3.2536361568318233,1.0,1.0,0.0416666666666666,0.1666666666666666
2POX,green,2.093792902367195,3.9127580075528843,0.7322763320853728,1.2856411915674943,3.2677639154599345,1.0,0.75,0.0694444444444444,0.1666666666666666
2PXS,green,2.0967694693380303,4.047278758841752,0.7348034017048963,1.218159155551045,3.261155241521497,0.7777777777777778,1.0,0.0,0.0
2PXW,green,2.0555571144121676,4.053510424059834,0.730640630746279,1.2521719872170063,3.2152716833681603,0.7916666666666666,1.0,0.0,0.0
2Q57,green,2.553818874553322,5.076535909533105,1.4696552414528892,3.2258550382981452,1.9307769926205716,0.7361111111111112,1.0,0.0416666666666666,0.0555555555555555
2Q6P,green,2.1421971136429083,4.134906625011261,0.8276957835656962,1.4539544318809017,2.957880565958484,0.7916666666666666,1.0,0.0416666666666666,0.5
2QLE,green,2.2065765636440084,4.268326543042434,0.8030830906769365,1.3976380022215584,3.14015052277597,0.7916666666666666,1.0,0.0555555555555555,0.3333333333333333
2QLG,red,1.9196804063480009,3.769658649388741,0.7696607647417879,1.2493713124335615,2.850503189068953,0.8055555555555556,1.0,0.0,0.1111111111111111
2QLH,red,2.096752568511039,4.119265586012044,0.714323582368789,1.2696979741417802,3.3546262630452435,0.7777777777777778,1.0,0.0416666666666666,0.3333333333333333
2QLI,red,2.167358361699116,4.170556069645871,0.8008792314658499,1.4136312312800314,3.092827092376174,0.7361111111111112,1.0,0.0138888888888888,0.0555555555555555
2QRF,green,2.8569139208090206,5.449203268819167,0.7183064767914049,1.2843547363327554,4.545475484933933,0.0,0.0,0.0,0.0
2QT2,green,2.0938646063132733,3.864588753496784,0.7466055102457853,1.3215811411287859,3.205157326943787,0.875,1.0,0.0555555555555555,0.2777777777777778
2QU1,green,2.2015139325595223,4.257092316540295,0.8109855840834198,1.4113207175500804,3.102417567346505,0.7916666666666666,1.0,0.0277777777777777,0.2222222222222222
2QZ0,green,1.9993740779872233,3.8462060938683935,0.7493313029136528,1.3083526133512948,3.049384080694702,0.875,1.0,0.0694444444444444,0.3611111111111111
2RH7,green,2.2102549438743786,4.292208953186616,0.7841684417289406,1.349796477883013,3.2212538986812453,0.7916666666666666,1.0,0.0416666666666666,0.3333333333333333
2V4E,red,2.1792486514263016,4.208144466873632,0.7227896847091673,1.2979420930150343,3.4457739782859362,0.7777777777777778,1.0,0.0138888888888888,0.4166666666666667
2VAD,red,2.0536593803177183,4.06273369600911,0.7360703292493807,1.3245732934421082,3.188607390526267,0.75,1.0,0.0,0.4166666666666667
2VAE,red,2.082504898876584,4.0762021983320125,0.7586443015908587,1.357524109222488,3.1371824631454843,0.7638888888888888,1.0,0.0138888888888888,0.3888888888888889
2VVH,unknown,2.1649848545768497,4.097806199898763,0.8091612638699625,1.4241043406745049,3.0578186521152064,0.8055555555555556,1.0,0.0694444444444444,0.3055555555555556
2VVI,unknown,2.332525215113672,4.323414335582905,0.8047436883509121,1.4534933561783883,3.312536825793214,1.0,0.8888888888888888,0.0555555555555555,0.2222222222222222
2VVJ,unknown,2.2710811097163504,4.298168879618312,0.7422916805649583,1.3144253908578363,3.4966325720797595,0.8055555555555556,1.0,0.0694444444444444,0.3611111111111111
2VZX,green,2.059284053716464,3.907304105474043,0.7954508097854257,1.415633586353968,2.9586587391827854,0.8055555555555556,1.0,0.0138888888888888,0.25
2WHS,red,2.0432107846192302,3.9572355391066845,0.7458211141133537,1.330053553589167,3.1309090013371943,0.8194444444444444,1.0,0.0833333333333333,0.2777777777777778
2WHT,red,2.3441799947584356,4.409519295262854,0.7299224217330007,1.277113981470256,3.6703391639782734,1.0,0.75,0.0694444444444444,0.1666666666666666
2WHU,red,2.443443452598473,4.7652861926297705,0.7686410520047631,1.3365457248039734,3.633044053119842,0.8194444444444444,1.0,0.0416666666666666,0.1111111111111111
2WIQ,unknown,2.627630165480346,5.153213629049539,0.7232960058665349,1.2376941251274132,4.151835319218167,0.0,0.5277777777777778,0.0,0.0277777777777777
2WIS,unknown,2.7811722873838223,5.257296972546048,0.723869542707947,1.25860331637146,4.39096056212346,0.7361111111111112,0.4166666666666667,0.0555555555555555,0.1388888888888889
2WSN,cyan,1.7292641847994805,3.3487005108926398,1.4991976347136267,3.303390572522009,1.281621985845931,0.8055555555555556,0.8472222222222222,0.0555555555555555,0.0833333333333333
2WSO,cyan,1.7540663139566448,3.4318443201113733,1.57833780627747,3.4564193048557255,1.234819671246165,0.8055555555555556,0.7777777777777778,0.0555555555555555,0.0694444444444444
2WUR,green,2.0921587222682705,4.090204741574415,0.7324167772054923,1.2953943096027432,3.264587341729228,0.8194444444444444,1.0,0.0138888888888888,0.4444444444444444
2Y0G,green,2.1519903026683775,4.250463539902002,0.7796898063806287,1.4046478392548642,3.154353780999957,0.7777777777777778,1.0,0.0277777777777777,0.2777777777777778
2YDZ,cyan,1.7704372865512024,3.3933320042409933,1.6195453671062094,3.5309245243403073,1.2146325632898691,0.7916666666666666,0.7777777777777778,0.0555555555555555,0.0694444444444444
2YE0,cyan,1.8515322612020164,3.4445836650720913,1.5729935407622244,3.4679637771051683,1.3078617392194478,0.7777777777777778,0.7777777777777778,0.0416666666666666,0.0833333333333333
2YE1,cyan,1.723142972151909,3.372794097140132,1.6035296116867104,3.5076272798800447,1.1939931064803282,0.7916666666666666,0.7777777777777778,0.0555555555555555,0.0694444444444444
2YFP,green,2.12268077581718,4.1936707123402295,0.7476181434456121,1.3134820385634305,3.244866256813479,0.7777777777777778,1.0,0.0416666666666666,0.2222222222222222
2Z1O,green,2.1089123415983826,4.038314595532032,0.7657698536385303,1.3592671862679346,3.1474019534764612,0.7916666666666666,1.0,0.0277777777777777,0.3333333333333333
2Z6X,green,2.0941345460219525,4.056269139191006,0.7655209522917186,1.3662205158279914,3.1263633175033863,0.7638888888888888,1.0,0.0277777777777777,0.2777777777777778
2Z6Y,green,2.0899632340351584,4.023553784461373,0.7737680606507215,1.370474097950165,3.0868803350673275,0.7916666666666666,1.0,0.0277777777777777,0.3055555555555556
2Z6Z,green,2.1299710666902167,4.097900155739881,0.7618723672023435,1.3563041706513879,3.1950924491260038,0.7777777777777778,1.0,0.0277777777777777,0.3055555555555556
2ZMU,green,2.0764000490247625,3.9998946005111375,0.7967129170185425,1.4283903195741083,2.9785241041870067,1.0,1.0,0.0277777777777777,0.3055555555555556
2ZMW,green,2.046023894562949,3.932779163191365,0.803573371213971,1.4414015643284437,2.909893615346076,1.0,1.0,0.0138888888888888,0.2777777777777778
2ZO6,unknown,2.006816612637647,3.9809450700155695,0.7497470344925137,1.2616204677539713,3.0590380416905965,0.7777777777777778,1.0,0.0416666666666666,0.2222222222222222
2ZO7,unknown,1.9986823857503981,3.956708620611494,0.7955852688510919,1.2887493106677648,2.8711044941244737,0.75,1.0,0.0694444444444444,0.25
3A8S,unknown,2.6034560722311015,5.031688995177227,0.7313681160086732,1.2892093217155196,4.068236368440256,0.0,0.6388888888888888,0.0,0.0
3ADF,green,2.4363187847121806,4.658141554325098,0.7586984294692733,1.3403122298733956,3.6699223528551057,0.75,1.0,0.0277777777777777,0.3333333333333333
3AI4,green,2.2157189588656956,4.251611616765949,0.8034013515065777,1.4351674037736606,3.1519118482375617,0.7777777777777778,1.0,0.0555555555555555,0.3333333333333333
3AI5,green,2.132232032244575,4.108944749448701,0.7879821742608464,1.334548876898748,3.0925022010369063,0.8055555555555556,1.0,0.0555555555555555,0.25
3BX9,unknown,1.9258081238362594,3.6061276992148668,0.8153051139714486,1.4572402133471454,2.6995090946720794,1.0,1.0,0.0277777777777777,0.0
3BXA,unknown,1.9294996761031982,3.6034410953600835,0.786931069638508,1.3902519740513433,2.8022053926375765,1.0,1.0,0.0,0.0
3BXB,unknown,2.107639466195283,4.03356589783999,0.7331657316271565,1.280101612653265,3.285383801508373,0.8333333333333334,1.0,0.0,0.1388888888888889
